genes	orthology	s288c
CENPK1137D_2456	C+Y	YOL064C
CENPK1137D_2764	C+Y	YNL277W
CENPK1137D_676	C+Y	YLR303W
CENPK1137D_1859	C+Y	YPR167C
CENPK1137D_1677	C+Y	YPL023C
CENPK1137D_3413	C+Y	YFR030W
CENPK1137D_1079	C+Y	YKR069W
CENPK1137D_2537	C+Y	YNL142W
CENPK1137D_4745	C+Y	YBR193C
CENPK1137D_2191	C+Y	YOR174W
CENPK1137D_143	C+Y	YMR112C
CENPK1137D_2404	C+Y	YOL111C
CENPK1137D_1517	C+Y	YJL112W
CENPK1137D_1781	C+Y	YPR083W
CENPK1137D_3178	C+Y	YGL219C
CENPK1137D_5346	C+Y	YHR194W
CENPK1137D_2012	C+Y	YOL009C
CENPK1137D_2752	C+Y	YNL328C
CENPK1137D_3367	C+Y	YFL016C
CENPK1137D_2508	C+Y	YNL173C
CENPK1137D_2238	C+Y	YOR221C
CENPK1137D_1157	C+Y	YKL150W
CENPK1137D_2244	C+Y	YOR228C
CENPK1137D_4144	C+Y	YDR318W
CENPK1137D_2324	C+Y	YOR306C
CENPK1137D_2326	C+Y	YOL119C
CENPK1137D_3773	C+Y	YDL054C
CENPK1137D_2216	C+Y	YOR197W
CENPK1137D_3771	C+Y	YDL056W
CENPK1137D_4737	C+Y	YBR185C
CENPK1137D_5188	C+Y	YIL070C
CENPK1137D_4856	C+Y	YBR297W
CENPK1137D_3312	C+Y	YGR288W
CENPK1137D_3313	C+Y	YGR289C
CENPK1137D_4512	C+Y	YCR019W
CENPK1137D_798	C+Y	YLR427W
CENPK1137D_3555	C+Y	YER142C
CENPK1137D_2888	C+Y	YGL086W
CENPK1137D_51	C+Y	YMR021C
CENPK1137D_3307	C+Y	YGL154C
CENPK1137D_4058	C+Y	YDR234W
CENPK1137D_4662	C+Y	YBR115C
CENPK1137D_3855	C+Y	YDR034C
CENPK1137D_5166	C+Y	YIL094C
CENPK1137D_2771	C+Y	YNL268W
CENPK1137D_1164	C+Y	YKL143W
CENPK1137D_4957	C+Y	YAL024C
CENPK1137D_3024	C+Y	YGR057C
CENPK1137D_1319	C+Y	YJR022W
CENPK1137D_4465	C+Y	YCL034W
CENPK1137D_2102	C+Y	YOR084W
CENPK1137D_1127	C+Y	YKL183W
CENPK1137D_3382	C+Y	YFR001W
CENPK1137D_1831	C+Y	YPR139C
CENPK1137D_5344	C+Y	YHR192W
CENPK1137D_5305	C+Y	YHR156C
CENPK1137D_930	C+Y	YKL073W
CENPK1137D_822	C+Y	YLR451W
CENPK1137D_4480	C+Y	YCL018W
CENPK1137D_2963	C+Y	YGL009C
CENPK1137D_4758	C+Y	YBR204C
CENPK1137D_2340	C+Y	YOR322C
CENPK1137D_4386	C+Y	YDL146W
CENPK1137D_3541	C+Y	YER127W
CENPK1137D_2889	C+Y	YGL085W
CENPK1137D_492	C+Y	YLR104W
CENPK1137D_2896	C+Y	YGL079W
CENPK1137D_2118	C+Y	YOR099W
CENPK1137D_5228	C+Y	YHR082C
CENPK1137D_1460	C+Y	YJL174W
CENPK1137D_3778	C+Y	YDL049C
CENPK1137D_1543	C+Y	YPL155C
CENPK1137D_2250	C+Y	YOR233W
CENPK1137D_5247	C+Y	YHR102W
CENPK1137D_3260	C+Y	YGL203C
CENPK1137D_4192	C+Y	YDR367W
CENPK1137D_94	C+Y	YMR065W
CENPK1137D_2955	C+Y	YGL016W
CENPK1137D_339	C+Y	YMR294W
CENPK1137D_848	C+Y	YLL057C
CENPK1137D_1390	C+Y	YJR097W
CENPK1137D_1861	C+Y	YPR169W
CENPK1137D_4301	C+Y	YDR475C
CENPK1137D_1761	C+Y	YPR061C
CENPK1137D_868	C+Y	YLR023C
CENPK1137D_4318	C+Y	YDR492W
CENPK1137D_3709	C+Y	YDL115C
CENPK1137D_4052	C+Y	YDR229W
CENPK1137D_2842	C+Y	YGL133W
CENPK1137D_2172	C+Y	YOR155C
CENPK1137D_3318	C+Y	YFR043C
CENPK1137D_4160	C+Y	YDR332W
CENPK1137D_3655	C+Y	YEL001C
CENPK1137D_622	C+Y	YLR247C
CENPK1137D_2438	C+Y	YOL081W
CENPK1137D_2437	C+Y	YOL081W
CENPK1137D_4689	C+Y	YBR140C
CENPK1137D_4140	C+Y	YDR315C
CENPK1137D_2455	C+Y	YOL065C
CENPK1137D_802	C+Y	
CENPK1137D_2410	C+Y	YOL108C
CENPK1137D_2529	C+Y	YNL152W
CENPK1137D_1600	C+Y	YPL099C
CENPK1137D_682	C+Y	YLR309C
CENPK1137D_4402	C+Y	YCR046C
CENPK1137D_1522	C+Y	YJL106W
CENPK1137D_4488	C+Y	YCL009C
CENPK1137D_724	C+Y	YLR355C
CENPK1137D_1314	C+Y	YJR016C
CENPK1137D_139	C+Y	YMR108W
CENPK1137D_3497	C+Y	YER086W
CENPK1137D_1413	C+Y	YJR118C
CENPK1137D_1244	C+Y	YJL057C
CENPK1137D_5338	C+Y	YHR187W
CENPK1137D_5279	C+Y	YHR132W-A
CENPK1137D_2524	C+Y	YNL157W
CENPK1137D_601	C+Y	YLR223C
CENPK1137D_3504	C+Y	YER092W
CENPK1137D_2469	C+Y	YNL215W
CENPK1137D_3369	C+Y	YFL013C
CENPK1137D_1707	C+Y	YPR006C
CENPK1137D_3473	C+Y	YER065C
CENPK1137D_5170	C+Y	YIL090W
CENPK1137D_1469	C+Y	YJL214W
CENPK1137D_5240	C+Y	YHR096C
CENPK1137D_5238	C+Y	YHR092C
CENPK1137D_4170	C+Y	YDR345C
CENPK1137D_40	C+Y	YMR011W
CENPK1137D_3908	C+Y	YDL245C
CENPK1137D_3371	C+Y	YFL011W
CENPK1137D_5239	C+Y	YHR094C
CENPK1137D_3235	C+Y	YGR268C
CENPK1137D_5210	C+Y	YHR067W
CENPK1137D_4016	C+Y	YDR191W
CENPK1137D_2046	C+Y	YOR025W
CENPK1137D_4361	C+Y	YDR533C
CENPK1137D_4617	C+Y	YBR072W
CENPK1137D_3368	C+Y	YFL014W
CENPK1137D_900	C+Y	YKL101W
CENPK1137D_4113	C+Y	YDR291W
CENPK1137D_2672	C+Y	YNL004W
CENPK1137D_4770	C+Y	YBR215W
CENPK1137D_3676	C+Y	YEL066W
CENPK1137D_920	C+Y	YKL084W
CENPK1137D_1584	C+Y	YPL116W
CENPK1137D_3270	C+Y	YGL194C
CENPK1137D_1436	C+Y	YJR139C
CENPK1137D_3456	C+Y	YER052C
CENPK1137D_3979	C+Y	YDR158W
CENPK1137D_2734	C+Y	YNR055C
CENPK1137D_1368	C+Y	YJR075W
CENPK1137D_3998	C+Y	YDR174W
CENPK1137D_194	C+Y	YMR161W
CENPK1137D_4248	C+Y	YDR420W
CENPK1137D_1347	C+Y	YJR055W
CENPK1137D_4805	C+Y	YBR248C
CENPK1137D_5039	C+Y	YIL020C
CENPK1137D_5143	C+Y	YIL116W
CENPK1137D_4469	C+Y	YCL030C
CENPK1137D_2219	C+Y	YOR202W
CENPK1137D_3408	C+Y	YFR025C
CENPK1137D_3459	C+Y	YER055C
CENPK1137D_1635	C+Y	YPL254W
CENPK1137D_4891	C+Y	YBL032W
CENPK1137D_1871	C+Y	YPR179C
CENPK1137D_571	C+Y	YLR192C
CENPK1137D_1096	C+Y	YKR084C
CENPK1137D_630	C+Y	YLR256W
CENPK1137D_2429	C+Y	YOL089C
CENPK1137D_3352	C+Y	YFL031W
CENPK1137D_1709	C+Y	YPR008W
CENPK1137D_5019	C+Y	YIL041W
CENPK1137D_3119	C+Y	YGR154C
CENPK1137D_408	C+Y	YML048W
CENPK1137D_3000	C+Y	YGR032W
CENPK1137D_3814	C+Y	YDL010W
CENPK1137D_5249	C+Y	YHR104W
CENPK1137D_1993	C+Y	YOL151W
CENPK1137D_584	C+Y	YLL035W
CENPK1137D_3793	C+Y	YDL035C
CENPK1137D_4263	C+Y	YDR437W
CENPK1137D_2641	C+Y	YNL038W
CENPK1137D_3678	C+Y	YER020W
CENPK1137D_1304	C+Y	
CENPK1137D_1249	C+Y	
CENPK1137D_3609	C+Y	YEL046C
CENPK1137D_4319	C+Y	YDL171C
CENPK1137D_356	C+Y	YMR311C
CENPK1137D_4443	C+Y	YCR098C
CENPK1137D_4458	C+Y	YCL039W
CENPK1137D_4075	C+Y	YDL198C
CENPK1137D_4462	C+Y	YCL036W
CENPK1137D_2951	C+Y	YGL020C
CENPK1137D_5245	C+Y	YHR100C
CENPK1137D_2371	C+Y	YOR355W
CENPK1137D_3886	C+Y	YDL215C
CENPK1137D_1989	C+Y	YOL030W
CENPK1137D_2182	C+Y	YOL132W
CENPK1137D_253	C+Y	YMR215W
CENPK1137D_352	C+Y	YMR307W
CENPK1137D_467	C+Y	YLR081W
CENPK1137D_1970	C+Y	YOL051W
CENPK1137D_289	C+Y	YMR250W
CENPK1137D_2196	C+Y	YOR178C
CENPK1137D_4731	C+Y	YBR179C
CENPK1137D_454	C+Y	YLR068W
CENPK1137D_5201	C+Y	YHR059W
CENPK1137D_272	C+Y	YMR232W
CENPK1137D_4472	C+Y	YCL027W
CENPK1137D_4565	C+Y	YBR021W
CENPK1137D_4946	C+Y	YAL034C
CENPK1137D_4879	C+Y	YBL042C
CENPK1137D_3558	C+Y	YER145C
CENPK1137D_4760	C+Y	YBR207W
CENPK1137D_1557	C+Y	YPL141C
CENPK1137D_432	C+Y	YLR047C
CENPK1137D_820	C+Y	YLR449W
CENPK1137D_144	C+Y	YMR113W
CENPK1137D_2783	C+Y	YNL256W
CENPK1137D_3821	C+Y	YDL222C
CENPK1137D_463	C+Y	YLR077W
CENPK1137D_3598	C+Y	YER182W
CENPK1137D_5161	C+Y	YIL098C
CENPK1137D_5123	C+Y	YIL134W
CENPK1137D_4552	C+Y	YBR008C
CENPK1137D_3521	C+Y	YER109C
CENPK1137D_351	C+Y	YMR306W
CENPK1137D_711	C+Y	YLR342W
CENPK1137D_4584	C+Y	YBR040W
CENPK1137D_3098	C+Y	YGR131W
CENPK1137D_4523	C+Y	YCR028C
CENPK1137D_3466	C+Y	YER060W
CENPK1137D_3460	C+Y	YER056C
CENPK1137D_1762	C+Y	YPR062W
CENPK1137D_945	C+Y	YKL060C
CENPK1137D_1888	C+Y	YPL231W
CENPK1137D_1128	C+Y	YKL182W
CENPK1137D_613	C+Y	YLR238W
CENPK1137D_1476	C+Y	YJL157C
CENPK1137D_5040	C+Y	YIL019W
CENPK1137D_2072	C+Y	YOR051C
CENPK1137D_4188	C+Y	YDR363W
CENPK1137D_1740	C+Y	YPR037C
CENPK1137D_4795	C+Y	YBR239C
CENPK1137D_3426	C+Y	YFR041C
CENPK1137D_259	C+Y	YMR220W
CENPK1137D_20	C+Y	YML008C
CENPK1137D_2960	C+Y	YGL012W
CENPK1137D_4243	C+Y	YDR414C
CENPK1137D_5058	C+Y	YIL005W
CENPK1137D_2599	C+Y	YNL080C
CENPK1137D_450	C+Y	YLR065C
CENPK1137D_583	C+Y	YLR206W
CENPK1137D_4372	C+Y	YDL161W
CENPK1137D_2595	C+Y	YNL084C
CENPK1137D_3859	C+Y	YDR040C
CENPK1137D_3333	C+Y	YFL048C
CENPK1137D_466	C+Y	YLR080W
CENPK1137D_4339	C+Y	YDR512C
CENPK1137D_794	C+Y	YLL014W
CENPK1137D_5032	C+Y	YIL027C
CENPK1137D_1379	C+Y	YJR088C
CENPK1137D_358	C+Y	YMR312W
CENPK1137D_4530	C+Y	YCR034W
CENPK1137D_1340	C+Y	YJL196C
CENPK1137D_2161	C+Y	YOR144C
CENPK1137D_62	C+Y	YMR031C
CENPK1137D_4829	C+Y	YBR271W
CENPK1137D_3238	C+Y	YGR271C-A
CENPK1137D_4576	C+Y	YBR033W
CENPK1137D_3642	C+Y	YEL015W
CENPK1137D_1013	C+Y	YKR004C
CENPK1137D_210	C+Y	YMR176W
CENPK1137D_4623	C+Y	YBR078W
CENPK1137D_4729	C+Y	YBR176W
CENPK1137D_1284	C+Y	YJL201W
CENPK1137D_607	C+Y	YLR228C
CENPK1137D_4926	C+Y	YBL001C
CENPK1137D_3625	C+Y	YEL030W
CENPK1137D_204	C+Y	YMR171C
CENPK1137D_1374	C+Y	YJR082C
CENPK1137D_2491	C+Y	YNL191W
CENPK1137D_4839	C+Y	YBR281C
CENPK1137D_1718	C+Y	YPR017C
CENPK1137D_330	C+Y	YMR287C
CENPK1137D_5074	C+Y	YIR010W
CENPK1137D_2781	C+Y	YNL258C
CENPK1137D_4551	C+Y	YBR007C
CENPK1137D_2745	C+Y	YNR067C
CENPK1137D_3536	C+Y	YER124C
CENPK1137D_3267	C+Y	YGL196W
CENPK1137D_3944	C+Y	YDR121W
CENPK1137D_1212	C+Y	YJL090C
CENPK1137D_3500	C+Y	YER088C
CENPK1137D_5050	C+Y	YIL010W
CENPK1137D_4096	C+Y	YDR273W
CENPK1137D_195	C+Y	YMR162C
CENPK1137D_2564	C+Y	YNL116W
CENPK1137D_5261	C+Y	YHR115C
CENPK1137D_158	C+Y	YMR126C
CENPK1137D_1525	C+Y	YPL265W
CENPK1137D_2099	C+Y	YOR080W
CENPK1137D_926	C+Y	YKL078W
CENPK1137D_2329	C+Y	YOR311C
CENPK1137D_3870	C+Y	YDR051C
CENPK1137D_206	C+Y	YMR173W
CENPK1137D_729	C+Y	YLR361C
CENPK1137D_2004	C+Y	YOL149W
CENPK1137D_5094	C+Y	YIR030C
CENPK1137D_1034	C+Y	YKR024C
CENPK1137D_2897	C+Y	YGL078C
CENPK1137D_3843	C+Y	YDR020C
CENPK1137D_3082	C+Y	YGR113W
CENPK1137D_5086	C+Y	YIR023W
CENPK1137D_1043	C+Y	YKR034W
CENPK1137D_1447	C+Y	YJR152W
CENPK1137D_5092	C+Y	YIR028W
CENPK1137D_5096	C+Y	YIR032C
CENPK1137D_382	C+Y	YML070W
CENPK1137D_4147	C+Y	YDR320C-A
CENPK1137D_1095	C+Y	YKR083C
CENPK1137D_3838	C+Y	YDR016C
CENPK1137D_916	C+Y	YKL087C
CENPK1137D_3707	C+Y	YDL117W
CENPK1137D_2057	C+Y	YOR037W
CENPK1137D_906	C+Y	YKL096W
CENPK1137D_1637	C+Y	YPL064C
CENPK1137D_3953	C+Y	YDL209C
CENPK1137D_3984	C+Y	YDR163W
CENPK1137D_3295	C+Y	YGL166W
CENPK1137D_2062	C+Y	YOR042W
CENPK1137D_2865	C+Y	YGL110C
CENPK1137D_912	C+Y	YKL090W
CENPK1137D_305	C+Y	YMR264W
CENPK1137D_3054	C+Y	YGR088W
CENPK1137D_660	C+Y	YLR286C
CENPK1137D_1817	C+Y	YPR124W
CENPK1137D_5255	C+Y	YHR109W
CENPK1137D_1288	C+Y	YJL006C
CENPK1137D_5343	C+Y	YHR191C
CENPK1137D_750	C+Y	YLR381W
CENPK1137D_616	C+Y	YLR241W
CENPK1137D_2650	C+Y	YNL027W
CENPK1137D_2457	C+Y	YOL063C
CENPK1137D_5294	C+Y	YHR146W
CENPK1137D_3153	C+Y	YGR189C
CENPK1137D_4046	C+Y	YDR223W
CENPK1137D_1324	C+Y	YJR032W
CENPK1137D_3214	C+Y	YGR247W
CENPK1137D_1403	C+Y	YJR109C
CENPK1137D_2320	C+Y	YOR303W
CENPK1137D_766	C+Y	YLR395C
CENPK1137D_296	C+Y	YMR256C
CENPK1137D_5148	C+Y	YIL111W
CENPK1137D_2627	C+Y	YNL052W
CENPK1137D_4054	C+Y	YDR231C
CENPK1137D_3029	C+Y	YGR062C
CENPK1137D_223	C+Y	YML129C
CENPK1137D_4757	C+Y	YBR203W
CENPK1137D_665	C+Y	YLR290C
CENPK1137D_2966	C+Y	YGL005C
CENPK1137D_2628	C+Y	YNL051W
CENPK1137D_1237	C+Y	YJL062W-A
CENPK1137D_5000	C+Y	YIL157C
CENPK1137D_4182	C+Y	YDR357C
CENPK1137D_847	C+Y	YLR003C
CENPK1137D_1171	C+Y	YKL137W
CENPK1137D_3200	C+Y	YGL215W
CENPK1137D_3078	C+Y	YGR110W
CENPK1137D_3131	C+Y	YGR167W
CENPK1137D_588	C+Y	YLR210W
CENPK1137D_4379	C+Y	YDL155W
CENPK1137D_2693	C+Y	YNL298W
CENPK1137D_2952	C+Y	YGL019W
CENPK1137D_1702	C+Y	YPR001W
CENPK1137D_1475	C+Y	YJL158C
CENPK1137D_171	C+Y	YMR138W
CENPK1137D_5290	C+Y	YHR142W
CENPK1137D_4582	C+Y	YBR038W
CENPK1137D_2490	C+Y	YNL192W
CENPK1137D_3122	C+Y	YGR157W
CENPK1137D_3684	C+Y	YER026C
CENPK1137D_4078	C+Y	YDR254W
CENPK1137D_486	C+Y	YLR098C
CENPK1137D_2942	C+Y	YGL029W
CENPK1137D_502	C+Y	YLR115W
CENPK1137D_1896	C+Y	YPL228W
CENPK1137D_3306	C+Y	YGL155W
CENPK1137D_3872	C+Y	YDR054C
CENPK1137D_2859	C+Y	YGL116W
CENPK1137D_4989	C+Y	YAR019C
CENPK1137D_1369	C+Y	YJR076C
CENPK1137D_679	C+Y	YLR307W
CENPK1137D_762	C+Y	YLR390W-A
CENPK1137D_70	C+Y	YMR038C
CENPK1137D_1076	C+Y	YKR066C
CENPK1137D_3116	C+Y	YGR150C
CENPK1137D_598	C+Y	YLR220W
CENPK1137D_4667	C+Y	YBR120C
CENPK1137D_3140	C+Y	YGR174C
CENPK1137D_322	C+Y	YMR280C
CENPK1137D_3450	C+Y	YEL063C
CENPK1137D_3354	C+Y	YFL029C
CENPK1137D_1045	C+Y	YKR036C
CENPK1137D_3355	C+Y	YFL028C
CENPK1137D_2762	C+Y	YNL278W
CENPK1137D_4251	C+Y	YDR423C
CENPK1137D_5260	C+Y	YHR114W
CENPK1137D_1005	C+Y	YKL005C
CENPK1137D_691	C+Y	YLR319C
CENPK1137D_1383	C+Y	YJR092W
CENPK1137D_4483	C+Y	YCL014W
CENPK1137D_43	C+Y	YMR014W
CENPK1137D_4986	C+Y	YAR014C
CENPK1137D_84	C+Y	YMR055C
CENPK1137D_4076	C+Y	YDR252W
CENPK1137D_4849	C+Y	YBR290W
CENPK1137D_2137	C+Y	YOL137W
CENPK1137D_2879	C+Y	YGL247W
CENPK1137D_1616	C+Y	YPL084W
CENPK1137D_2730	C+Y	YNR051C
CENPK1137D_3743	C+Y	YDL231C
CENPK1137D_861	C+Y	YLR015W
CENPK1137D_464	C+Y	YLR078C
CENPK1137D_2636	C+Y	YNL042W
CENPK1137D_3195	C+Y	YGR230W
CENPK1137D_2806	C+Y	YNL233W
CENPK1137D_4256	C+Y	YDR428C
CENPK1137D_448	C+Y	YLR063W
CENPK1137D_5164	C+Y	YIL096C
CENPK1137D_4690	C+Y	YBR141C
CENPK1137D_778	C+Y	YLR408C
CENPK1137D_1243	C+Y	YJL058C
CENPK1137D_4828	C+Y	YBR270C
CENPK1137D_1380	C+Y	YJR089W
CENPK1137D_3310	C+Y	YGR286C
CENPK1137D_4470	C+Y	YCL029C
CENPK1137D_5246	C+Y	YHR101C
CENPK1137D_3249	C+Y	YGR282C
CENPK1137D_2217	C+Y	YOR198C
CENPK1137D_1345	C+Y	YJR053W
CENPK1137D_1585	C+Y	YPL115C
CENPK1137D_3569	C+Y	YER155C
CENPK1137D_4752	C+Y	YBR200W
CENPK1137D_1278	C+Y	YJL020C
CENPK1137D_5045	C+Y	YIL015W
CENPK1137D_2131	C+Y	YOR113W
CENPK1137D_5116	C+Y	YIL140W
CENPK1137D_97	C+Y	YMR068W
CENPK1137D_2441	C+Y	YOL078W
CENPK1137D_1006	C+Y	YKL004W
CENPK1137D_129	C+Y	YMR098C
CENPK1137D_1721	C+Y	YPR020W
CENPK1137D_2442	C+Y	YOL077W-A
CENPK1137D_4204	C+Y	YDR377W
CENPK1137D_669	C+Y	YLR295C
CENPK1137D_764	C+Y	YLR393W
CENPK1137D_589	C+Y	YLR211C
CENPK1137D_725	C+Y	YLR356W
CENPK1137D_1456	C+Y	YJL178C
CENPK1137D_4459	C+Y	YCL038C
CENPK1137D_3712	C+Y	YDL113C
CENPK1137D_3403	C+Y	YFR021W
CENPK1137D_793	C+Y	YLR423C
CENPK1137D_4418	C+Y	YCR068W
CENPK1137D_1878	C+Y	YPR185W
CENPK1137D_1751	C+Y	YPR049C
CENPK1137D_3737	C+Y	YDL088C
CENPK1137D_2667	C+Y	YNL008C
CENPK1137D_151	C+Y	YMR119W
CENPK1137D_1125	C+Y	YKL185W
CENPK1137D_5127	C+Y	YIL130W
CENPK1137D_1783	C+Y	YPR085C
CENPK1137D_3924	C+Y	YDR101C
CENPK1137D_1893	C+Y	YPR201W
CENPK1137D_1892	C+Y	YPR200C
CENPK1137D_64	C+Y	YMR033W
CENPK1137D_471	C+Y	YLR085C
CENPK1137D_3928	C+Y	YDR106W
CENPK1137D_5284	C+Y	YHR137W
CENPK1137D_4249	C+Y	YDR421W
CENPK1137D_1760	C+Y	YPR060C
CENPK1137D_2826	C+Y	YGL148W
CENPK1137D_3951	C+Y	YDR127W
CENPK1137D_3996	C+Y	YDR173C
CENPK1137D_246	C+Y	YML099C
CENPK1137D_74	C+Y	YMR042W
CENPK1137D_2104	C+Y	YOL140W
CENPK1137D_91	C+Y	YMR062C
CENPK1137D_1230	C+Y	YJL071W
CENPK1137D_2112	C+Y	YOR094W
CENPK1137D_73	C+Y	YMR041C
CENPK1137D_2614	C+Y	YNL065W
CENPK1137D_2585	C+Y	YNL094W
CENPK1137D_1191	C+Y	YKL114C
CENPK1137D_2458	C+Y	YOL062C
CENPK1137D_4847	C+Y	YBR288C
CENPK1137D_1299	C+Y	YJR005W
CENPK1137D_4845	C+Y	YBR286W
CENPK1137D_899	C+Y	YKL103C
CENPK1137D_4701	C+Y	YBR151W
CENPK1137D_2264	C+Y	YOR249C
CENPK1137D_3939	C+Y	YDR118W
CENPK1137D_4358	C+Y	YDR530C
CENPK1137D_4448	C+Y	YCL050C
CENPK1137D_1820	C+Y	YPR128C
CENPK1137D_3620	C+Y	YEL036C
CENPK1137D_3192	C+Y	YGR225W
CENPK1137D_1217	C+Y	YJL084C
CENPK1137D_1031	C+Y	YKR021W
CENPK1137D_2770	C+Y	YNL270C
CENPK1137D_1639	C+Y	YPL061W
CENPK1137D_3481	C+Y	YER073W
CENPK1137D_3490	C+Y	YER080W
CENPK1137D_4388	C+Y	YDL237W
CENPK1137D_5351	C+Y	YHR199C
CENPK1137D_405	C+Y	YML050W
CENPK1137D_1372	C+Y	YJR080C
CENPK1137D_5185	C+Y	YIL158W
CENPK1137D_5173	C+Y	YIL087C
CENPK1137D_5350	C+Y	YHR198C
CENPK1137D_3301	C+Y	YGL160W
CENPK1137D_3507	C+Y	YER093C-A
CENPK1137D_2045	C+Y	YOR023C
CENPK1137D_3394	C+Y	YFL055W
CENPK1137D_4681	C+Y	YBR132C
CENPK1137D_2147	C+Y	YOR129C
CENPK1137D_3585	C+Y	YER170W
CENPK1137D_4693	C+Y	YBR145W
CENPK1137D_114	C+Y	YMR083W
CENPK1137D_980	C+Y	YKL206C
CENPK1137D_3982	C+Y	YDR161W
CENPK1137D_4912	C+Y	YBL015W
CENPK1137D_529	C+Y	YLR144C
CENPK1137D_332	C+Y	YMR289W
CENPK1137D_2711	C+Y	YNR033W
CENPK1137D_85	C+Y	YMR056C
CENPK1137D_2379	C+Y	YOR363C
CENPK1137D_4928	C+Y	YAL051W
CENPK1137D_2380	C+Y	YOR365C
CENPK1137D_4998	C+Y	YAL053W
CENPK1137D_1397	C+Y	YBL039C YJR103W
CENPK1137D_4799	C+Y	YBL069W
CENPK1137D_4721	C+Y	YBL079W
CENPK1137D_4654	C+Y	YBL106C
CENPK1137D_4629	C+Y	YBR084W
CENPK1137D_4668	C+Y	YBR121C
CENPK1137D_4769	C+Y	YBR214W
CENPK1137D_4802	C+Y	YBR245C
CENPK1137D_4477	C+Y	YCL024W
CENPK1137D_4507	C+Y	YCR010C
CENPK1137D_4424	C+Y	YCR073W-A
CENPK1137D_4438	C+Y	YCR091W
CENPK1137D_3802	C+Y	YDL025C
CENPK1137D_3741	C+Y	YDL085W
CENPK1137D_3731	C+Y	YDL093W
CENPK1137D_3730	C+Y	YDL095W
CENPK1137D_3692	C+Y	YDL131W
CENPK1137D_4395	C+Y	YDL138W
CENPK1137D_4208	C+Y	YDL182W
CENPK1137D_4131	C+Y	YDL192W
CENPK1137D_4108	C+Y	YDL194W
CENPK1137D_3798	C+Y	YDL246C
CENPK1137D_3968	C+Y	YDR144C
CENPK1137D_4100	C+Y	YDR277C
CENPK1137D_4123	C+Y	YDR300C
CENPK1137D_4155	C+Y	YDR326C
CENPK1137D_4335	C+Y	YDR507C
CENPK1137D_3610	C+Y	YEL071W
CENPK1137D_3673	C+Y	YER017C
CENPK1137D_3512	C+Y	YER099C
CENPK1137D_3514	C+Y	YER101C
CENPK1137D_3518	C+Y	YER105C
CENPK1137D_3592	C+Y	YER177W
CENPK1137D_3378	C+Y	YFL004W
CENPK1137D_3374	C+Y	YFL009W
CENPK1137D_3474	C+Y	YFL009W
CENPK1137D_3341	C+Y	YFL041W
CENPK1137D_3331	C+Y	YFL050C
CENPK1137D_3339	C+Y	YFL060C
CENPK1137D_2918	C+Y	YGL056C
CENPK1137D_2836	C+Y	YGL139W
CENPK1137D_3304	C+Y	YGL157W
CENPK1137D_3244	C+Y	YGL210W
CENPK1137D_3022	C+Y	YGR056W
CENPK1137D_3036	C+Y	YGR070W
CENPK1137D_3052	C+Y	YGR086C
CENPK1137D_3059	C+Y	YGR092W
CENPK1137D_3106	C+Y	YGR141W
CENPK1137D_3108	C+Y	YGR143W
CENPK1137D_5387	C+Y	YHL003C
CENPK1137D_5329	C+Y	YHR179W
CENPK1137D_5175	C+Y	YIL085C
CENPK1137D_5155	C+Y	YIL105C
CENPK1137D_5138	C+Y	YIL120W
CENPK1137D_5137	C+Y	YIL121W
CENPK1137D_5135	C+Y	YIL123W
CENPK1137D_5132	C+Y	YIL126W
CENPK1137D_1203	C+Y	YJL098W
CENPK1137D_1493	C+Y	YJL139C
CENPK1137D_1382	C+Y	YJR091C
CENPK1137D_1423	C+Y	YJR127C
CENPK1137D_1425	C+Y	YJR130C
CENPK1137D_999	C+Y	YKL008C
CENPK1137D_931	C+Y	YKL072W
CENPK1137D_1146	C+Y	YKL163W
CENPK1137D_1025	C+Y	YKL201C
CENPK1137D_1039	C+Y	YKR028W
CENPK1137D_1049	C+Y	YKR039W
CENPK1137D_1494	C+Y	YKR059W
CENPK1137D_1068	C+Y	YKR059W
CENPK1137D_1071	C+Y	YKR061W
CENPK1137D_1087	C+Y	YKR076W
CENPK1137D_1101	C+Y	YKR089C
CENPK1137D_4463	C+Y	YKR105C
CENPK1137D_816	C+Y	YLL012W
CENPK1137D_428	C+Y	YLL062C
CENPK1137D_866	C+Y	YLR020C
CENPK1137D_876	C+Y	YLR028C
CENPK1137D_476	C+Y	YLR089C
CENPK1137D_508	C+Y	YLR120C
CENPK1137D_624	C+Y	YLR249W
CENPK1137D_674	C+Y	YLR300W
CENPK1137D_726	C+Y	YLR357W
CENPK1137D_741	C+Y	YLR371W
CENPK1137D_235	C+Y	YML100W
CENPK1137D_57	C+Y	YML116W
CENPK1137D_82	C+Y	YMR053C
CENPK1137D_86	C+Y	YMR058W
CENPK1137D_177	C+Y	YMR145C
CENPK1137D_244	C+Y	YMR207C
CENPK1137D_277	C+Y	YMR237W
CENPK1137D_291	C+Y	YMR251W
CENPK1137D_302	C+Y	YMR261C
CENPK1137D_2662	C+Y	YNL014W
CENPK1137D_2649	C+Y	YNL029C
CENPK1137D_2632	C+Y	YNL047C
CENPK1137D_2613	C+Y	YNL066W
CENPK1137D_2591	C+Y	YNL087W
CENPK1137D_2575	C+Y	YNL104C
CENPK1137D_2782	C+Y	YNL257C
CENPK1137D_2677	C+Y	YNR002C
